stt, month ,make,importer_type,fuel_type,vehicle_type,number,,
10866, 2018-08 ,MERCEDES BENZ,,Diesel,Multi-purpose Vehicle/Station-wagon,1,,
10867, 2018-08 ,MERCEDES BENZ,,Others,Multi-purpose Vehicle/Station-wagon,,,
10868, 2018-08 ,MINI,,Petrol,Multi-purpose Vehicle/Station-wagon,8,,
10869, 2018-08 ,MITSUBISHI,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
10870, 2018-08 ,NISSAN,,Petrol,Multi-purpose Vehicle/Station-wagon,5,,
10871, 2018-08 ,NISSAN,,Others,Multi-purpose Vehicle/Station-wagon,,,
10872, 2018-08 ,OPEL,,Petrol,Multi-purpose Vehicle/Station-wagon,2,,
10873, 2018-08 ,OPEL,,Diesel,Multi-purpose Vehicle/Station-wagon,,,
10874, 2018-08 ,PERODUA,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
10875, 2018-08 ,PEUGEOT,,Petrol,Multi-purpose Vehicle/Station-wagon,1,,
10876, 2018-08 ,PORSCHE,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
10877, 2018-08 ,PORSCHE,,Others,Multi-purpose Vehicle/Station-wagon,,,
10878, 2018-08 ,RENAULT,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
10879, 2018-08 ,RENAULT,,Diesel,Multi-purpose Vehicle/Station-wagon,45,,
10880, 2018-08 ,RENAULT,,Others,Multi-purpose Vehicle/Station-wagon,,,
10881, 2018-08 ,ROLLS ROYCE,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
10882, 2018-08 ,SEAT,,Petrol,Multi-purpose Vehicle/Station-wagon,2,,
10883, 2018-08 ,SKODA,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
10884, 2018-08 ,SMART,,Others,Multi-purpose Vehicle/Station-wagon,,,
10885, 2018-08 ,SSANGYONG,,Diesel,Multi-purpose Vehicle/Station-wagon,1,,
10886, 2018-08 ,SUBARU,,Petrol,Multi-purpose Vehicle/Station-wagon,2,,
10887, 2018-08 ,SUZUKI,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
10888, 2018-08 ,TESLA,,Others,Multi-purpose Vehicle/Station-wagon,,,
10889, 2018-08 ,TOYOTA,,Petrol,Multi-purpose Vehicle/Station-wagon,199,,
10890, 2018-08 ,TOYOTA,,Diesel,Multi-purpose Vehicle/Station-wagon,,,
10891, 2018-08 ,TOYOTA,,Others,Multi-purpose Vehicle/Station-wagon,125,,
10892, 2018-08 ,TRIUMPH,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
10893, 2018-08 ,VOLKSWAGEN,,Petrol,Multi-purpose Vehicle/Station-wagon,59,,
10894, 2018-08 ,VOLVO,,Petrol,Multi-purpose Vehicle/Station-wagon,2,,
10895, 2018-08 ,ALFA ROMEO,,Petrol,Sports Utility Vehicle,,,
10896, 2018-08 ,ALPINA,,Petrol,Sports Utility Vehicle,,,
10897, 2018-08 ,ASTON MARTIN,,Petrol,Sports Utility Vehicle,,,
10898, 2018-08 ,AUDI,,Petrol,Sports Utility Vehicle,61,,
10899, 2018-08 ,AUDI,,Others,Sports Utility Vehicle,,,
10900, 2018-08 ,B.M.W.,,Petrol,Sports Utility Vehicle,153,,
10901, 2018-08 ,B.M.W.,,Diesel,Sports Utility Vehicle,,,
10902, 2018-08 ,B.M.W.,,Others,Sports Utility Vehicle,,,
10903, 2018-08 ,BENTLEY,,Petrol,Sports Utility Vehicle,,,
10904, 2018-08 ,BLUECAR,,Others,Sports Utility Vehicle,,,
10905, 2018-08 ,BYD,,Others,Sports Utility Vehicle,,,
10906, 2018-08 ,CHEVROLET,,Petrol,Sports Utility Vehicle,,,
10907, 2018-08 ,CHRYSLER,,Petrol,Sports Utility Vehicle,,,
10908, 2018-08 ,CITROEN,,Petrol,Sports Utility Vehicle,7,,
10909, 2018-08 ,DATSUN,,Petrol,Sports Utility Vehicle,,,
10910, 2018-08 ,FERRARI,,Petrol,Sports Utility Vehicle,,,
10911, 2018-08 ,FORD,,Petrol,Sports Utility Vehicle,,,
10912, 2018-08 ,HONDA,,Petrol,Sports Utility Vehicle,240,,
10913, 2018-08 ,HONDA,,Others,Sports Utility Vehicle,36,,
10914, 2018-08 ,HYUNDAI,,Petrol,Sports Utility Vehicle,,,
10915, 2018-08 ,HYUNDAI,,Others,Sports Utility Vehicle,,,
10916, 2018-08 ,INFINITI,,Petrol,Sports Utility Vehicle,,,
10917, 2018-08 ,JAGUAR,,Petrol,Sports Utility Vehicle,10,,
10918, 2018-08 ,JEEP,,Petrol,Sports Utility Vehicle,3,,
10919, 2018-08 ,KIA,,Petrol,Sports Utility Vehicle,,,
10920, 2018-08 ,KIA,,Diesel,Sports Utility Vehicle,8,,
10921, 2018-08 ,LAMBORGHINI,,Petrol,Sports Utility Vehicle,,,
10922, 2018-08 ,LAND ROVER,,Petrol,Sports Utility Vehicle,24,,
10923, 2018-08 ,MASERATI,,Petrol,Sports Utility Vehicle,1,,
10924, 2018-08 ,MASERATI,,Diesel,Sports Utility Vehicle,1,,
10925, 2018-08 ,MAXUS,,Petrol,Sports Utility Vehicle,,,
10926, 2018-08 ,MAZDA,,Petrol,Sports Utility Vehicle,122,,
10927, 2018-08 ,MCLAREN,,Petrol,Sports Utility Vehicle,,,
10928, 2018-08 ,MERCEDES BENZ,,Petrol,Sports Utility Vehicle,151,,
10929, 2018-08 ,MERCEDES BENZ,,Diesel,Sports Utility Vehicle,1,,
10930, 2018-08 ,MERCEDES BENZ,,Others,Sports Utility Vehicle,,,
10931, 2018-08 ,MINI,,Petrol,Sports Utility Vehicle,,,
10932, 2018-08 ,MITSUBISHI,,Petrol,Sports Utility Vehicle,282,,
10933, 2018-08 ,NISSAN,,Petrol,Sports Utility Vehicle,65,,
10934, 2018-08 ,NISSAN,,Others,Sports Utility Vehicle,1,,
10935, 2018-08 ,OPEL,,Petrol,Sports Utility Vehicle,1,,
10936, 2018-08 ,OPEL,,Diesel,Sports Utility Vehicle,,,
10937, 2018-08 ,PERODUA,,Petrol,Sports Utility Vehicle,,,
10938, 2018-08 ,PEUGEOT,,Petrol,Sports Utility Vehicle,22,,
10939, 2018-08 ,PORSCHE,,Petrol,Sports Utility Vehicle,27,,
10940, 2018-08 ,PORSCHE,,Others,Sports Utility Vehicle,,,
10941, 2018-08 ,RENAULT,,Petrol,Sports Utility Vehicle,,,
10942, 2018-08 ,RENAULT,,Diesel,Sports Utility Vehicle,,,
10943, 2018-08 ,RENAULT,,Others,Sports Utility Vehicle,,,
10944, 2018-08 ,ROLLS ROYCE,,Petrol,Sports Utility Vehicle,,,
10945, 2018-08 ,SEAT,,Petrol,Sports Utility Vehicle,20,,
10946, 2018-08 ,SKODA,,Petrol,Sports Utility Vehicle,34,,
10947, 2018-08 ,SMART,,Others,Sports Utility Vehicle,,,
10948, 2018-08 ,SSANGYONG,,Diesel,Sports Utility Vehicle,,,
10949, 2018-08 ,SUBARU,,Petrol,Sports Utility Vehicle,247,,
10950, 2018-08 ,SUZUKI,,Petrol,Sports Utility Vehicle,,,
10951, 2018-08 ,TESLA,,Others,Sports Utility Vehicle,,,
10952, 2018-08 ,TOYOTA,,Petrol,Sports Utility Vehicle,171,,
10953, 2018-08 ,TOYOTA,,Diesel,Sports Utility Vehicle,1,,
10954, 2018-08 ,TOYOTA,,Others,Sports Utility Vehicle,19,,
10955, 2018-08 ,TRIUMPH,,Petrol,Sports Utility Vehicle,,,
10956, 2018-08 ,VOLKSWAGEN,,Petrol,Sports Utility Vehicle,22,,
10957, 2018-08 ,VOLVO,,Petrol,Sports Utility Vehicle,64,,
10958, 2018-08 ,ALFA ROMEO,,Petrol,Coupe/ Convertible,,,
10959, 2018-08 ,ALPINA,,Petrol,Coupe/ Convertible,3,,
10960, 2018-08 ,ASTON MARTIN,,Petrol,Coupe/ Convertible,1,,
10961, 2018-08 ,AUDI,,Petrol,Coupe/ Convertible,4,,
10962, 2018-08 ,AUDI,,Others,Coupe/ Convertible,,,
10963, 2018-08 ,B.M.W.,,Petrol,Coupe/ Convertible,40,,
10964, 2018-08 ,B.M.W.,,Diesel,Coupe/ Convertible,,,
10965, 2018-08 ,B.M.W.,,Others,Coupe/ Convertible,1,,
10966, 2018-08 ,BENTLEY,,Petrol,Coupe/ Convertible,,,
10967, 2018-08 ,BLUECAR,,Others,Coupe/ Convertible,,,
10968, 2018-08 ,BYD,,Others,Coupe/ Convertible,,,
10969, 2018-08 ,CHEVROLET,,Petrol,Coupe/ Convertible,1,,
10970, 2018-08 ,CHRYSLER,,Petrol,Coupe/ Convertible,,,
10971, 2018-08 ,CITROEN,,Petrol,Coupe/ Convertible,,,
10972, 2018-08 ,DATSUN,,Petrol,Coupe/ Convertible,3,,
10973, 2018-08 ,FERRARI,,Petrol,Coupe/ Convertible,2,,
10974, 2018-08 ,FORD,,Petrol,Coupe/ Convertible,,,
10975, 2018-08 ,HONDA,,Petrol,Coupe/ Convertible,,,
10976, 2018-08 ,HONDA,,Others,Coupe/ Convertible,,,
10977, 2018-08 ,HYUNDAI,,Petrol,Coupe/ Convertible,,,
10978, 2018-08 ,HYUNDAI,,Others,Coupe/ Convertible,,,
10979, 2018-08 ,INFINITI,,Petrol,Coupe/ Convertible,2,,
10980, 2018-08 ,JAGUAR,,Petrol,Coupe/ Convertible,,,
10981, 2018-08 ,JEEP,,Petrol,Coupe/ Convertible,,,
10982, 2018-08 ,KIA,,Petrol,Coupe/ Convertible,,,
10983, 2018-08 ,KIA,,Diesel,Coupe/ Convertible,,,
10984, 2018-08 ,LAMBORGHINI,,Petrol,Coupe/ Convertible,1,,
10985, 2018-08 ,LAND ROVER,,Petrol,Coupe/ Convertible,1,,
10986, 2018-08 ,MASERATI,,Petrol,Coupe/ Convertible,1,,
10987, 2018-08 ,MASERATI,,Diesel,Coupe/ Convertible,,,
10988, 2018-08 ,MAXUS,,Petrol,Coupe/ Convertible,,,
10989, 2018-08 ,MAZDA,,Petrol,Coupe/ Convertible,,,
10990, 2018-08 ,MCLAREN,,Petrol,Coupe/ Convertible,,,
10991, 2018-08 ,MERCEDES BENZ,,Petrol,Coupe/ Convertible,124,,
10992, 2018-08 ,MERCEDES BENZ,,Diesel,Coupe/ Convertible,,,
10993, 2018-08 ,MERCEDES BENZ,,Others,Coupe/ Convertible,,,
10994, 2018-08 ,MINI,,Petrol,Coupe/ Convertible,5,,
10995, 2018-08 ,MITSUBISHI,,Petrol,Coupe/ Convertible,,,
10996, 2018-08 ,NISSAN,,Petrol,Coupe/ Convertible,,,
10997, 2018-08 ,NISSAN,,Others,Coupe/ Convertible,,,
10998, 2018-08 ,OPEL,,Petrol,Coupe/ Convertible,,,
10999, 2018-08 ,OPEL,,Diesel,Coupe/ Convertible,,,
11000, 2018-08 ,PERODUA,,Petrol,Coupe/ Convertible,,,
11001, 2018-08 ,PEUGEOT,,Petrol,Coupe/ Convertible,,,
11002, 2018-08 ,PORSCHE,,Petrol,Coupe/ Convertible,10,,
11003, 2018-08 ,PORSCHE,,Others,Coupe/ Convertible,,,
11004, 2018-08 ,RENAULT,,Petrol,Coupe/ Convertible,,,
11005, 2018-08 ,RENAULT,,Diesel,Coupe/ Convertible,,,
11006, 2018-08 ,RENAULT,,Others,Coupe/ Convertible,,,
11007, 2018-08 ,ROLLS ROYCE,,Petrol,Coupe/ Convertible,,,
11008, 2018-08 ,SEAT,,Petrol,Coupe/ Convertible,,,
11009, 2018-08 ,SKODA,,Petrol,Coupe/ Convertible,,,
11010, 2018-08 ,SMART,,Others,Coupe/ Convertible,,,
11011, 2018-08 ,SSANGYONG,,Diesel,Coupe/ Convertible,,,
11012, 2018-08 ,SUBARU,,Petrol,Coupe/ Convertible,,,
11013, 2018-08 ,SUZUKI,,Petrol,Coupe/ Convertible,,,
11014, 2018-08 ,TESLA,,Others,Coupe/ Convertible,,,
11015, 2018-08 ,TOYOTA,,Petrol,Coupe/ Convertible,2,,
11016, 2018-08 ,TOYOTA,,Diesel,Coupe/ Convertible,,,
11017, 2018-08 ,TOYOTA,,Others,Coupe/ Convertible,,,
11018, 2018-08 ,TRIUMPH,,Petrol,Coupe/ Convertible,,,
11019, 2018-08 ,VOLKSWAGEN,,Petrol,Coupe/ Convertible,9,,
11020, 2018-08 ,VOLVO,,Petrol,Coupe/ Convertible,,,
11021, 2018-09 ,ALFA ROMEO,,Petrol,Hatchback,,,
11022, 2018-09 ,ALPINA,,Petrol,Hatchback,,,
11023, 2018-09 ,ASTON MARTIN,,Petrol,Hatchback,,,
11024, 2018-09 ,AUDI,,Petrol,Hatchback,68,,
11025, 2018-09 ,AUDI,,Others,Hatchback,,,
11026, 2018-09 ,B.M.W.,,Petrol,Hatchback,48,,
11027, 2018-09 ,B.M.W.,,Diesel,Hatchback,2,,
11028, 2018-09 ,B.M.W.,,Others,Hatchback,,,
11029, 2018-09 ,BENTLEY,,Petrol,Hatchback,,,
11030, 2018-09 ,BENTLEY,,Diesel,Hatchback,,,
11031, 2018-09 ,BLUECAR,,Others,Hatchback,36,,
11032, 2018-09 ,BYD,,Others,Hatchback,,,
11033, 2018-09 ,CHEVROLET,,Petrol,Hatchback,,,
11034, 2018-09 ,CHRYSLER,,Petrol,Hatchback,,,
11035, 2018-09 ,CITROEN,,Petrol,Hatchback,,,
11036, 2018-09 ,DATSUN,,Petrol,Hatchback,,,
11037, 2018-09 ,FERRARI,,Petrol,Hatchback,,,
11038, 2018-09 ,FORD,,Petrol,Hatchback,7,,
11039, 2018-09 ,HONDA,,Petrol,Hatchback,144,,
11040, 2018-09 ,HONDA,,Others,Hatchback,63,,
11041, 2018-09 ,HYUNDAI,,Petrol,Hatchback,15,,
11042, 2018-09 ,HYUNDAI,,Others,Hatchback,2,,
11043, 2018-09 ,INFINITI,,Petrol,Hatchback,5,,
11044, 2018-09 ,JAGUAR,,Petrol,Hatchback,,,
11045, 2018-09 ,JEEP,,Petrol,Hatchback,,,
11046, 2018-09 ,KIA,,Petrol,Hatchback,3,,
11047, 2018-09 ,KIA,,Diesel,Hatchback,,,
11048, 2018-09 ,LAMBORGHINI,,Petrol,Hatchback,,,
11049, 2018-09 ,LAND ROVER,,Petrol,Hatchback,,,
11050, 2018-09 ,LAND ROVER,,Diesel,Hatchback,,,
11051, 2018-09 ,MASERATI,,Petrol,Hatchback,,,
11052, 2018-09 ,MASERATI,,Diesel,Hatchback,,,
11053, 2018-09 ,MAXUS,,Petrol,Hatchback,,,
11054, 2018-09 ,MAZDA,,Petrol,Hatchback,61,,
11055, 2018-09 ,MCLAREN,,Petrol,Hatchback,,,
11056, 2018-09 ,MERCEDES BENZ,,Petrol,Hatchback,32,,
11057, 2018-09 ,MERCEDES BENZ,,Diesel,Hatchback,,,
11058, 2018-09 ,MERCEDES BENZ,,Others,Hatchback,,,
11059, 2018-09 ,MINI,,Petrol,Hatchback,16,,
11060, 2018-09 ,MITSUBISHI,,Petrol,Hatchback,,,
11061, 2018-09 ,MORRIS,,Petrol,Hatchback,,,
11062, 2018-09 ,NISSAN,,Petrol,Hatchback,175,,
11063, 2018-09 ,NISSAN,,Others,Hatchback,,,
11064, 2018-09 ,OPEL,,Petrol,Hatchback,,,
11065, 2018-09 ,OPEL,,Diesel,Hatchback,13,,
11066, 2018-09 ,PERODUA,,Petrol,Hatchback,,,
11067, 2018-09 ,PEUGEOT,,Petrol,Hatchback,2,,
11068, 2018-09 ,PORSCHE,,Petrol,Hatchback,,,
11069, 2018-09 ,PORSCHE,,Others,Hatchback,,,
11070, 2018-09 ,RENAULT,,Petrol,Hatchback,5,,
11071, 2018-09 ,RENAULT,,Diesel,Hatchback,,,
11072, 2018-09 ,RENAULT,,Others,Hatchback,,,
11073, 2018-09 ,ROLLS ROYCE,,Petrol,Hatchback,,,
11074, 2018-09 ,SEAT,,Petrol,Hatchback,18,,
11075, 2018-09 ,SKODA,,Petrol,Hatchback,2,,
11076, 2018-09 ,SMART,,Others,Hatchback,,,
11077, 2018-09 ,SSANGYONG,,Diesel,Hatchback,,,
11078, 2018-09 ,SUBARU,,Petrol,Hatchback,1,,
11079, 2018-09 ,SUZUKI,,Petrol,Hatchback,26,,
11080, 2018-09 ,TESLA,,Others,Hatchback,1,,
11081, 2018-09 ,TOYOTA,,Petrol,Hatchback,7,,
11082, 2018-09 ,TOYOTA,,Diesel,Hatchback,,,
11083, 2018-09 ,TOYOTA,,Others,Hatchback,12,,
11084, 2018-09 ,TRIUMPH,,Petrol,Hatchback,,,
11085, 2018-09 ,VOLKSWAGEN,,Petrol,Hatchback,66,,
11086, 2018-09 ,VOLVO,,Petrol,Hatchback,11,,
11087, 2018-09 ,ALFA ROMEO,,Petrol,Sedan,5,,
11088, 2018-09 ,ALPINA,,Petrol,Sedan,,,
11089, 2018-09 ,ASTON MARTIN,,Petrol,Sedan,,,
11090, 2018-09 ,AUDI,,Petrol,Sedan,129,,
11091, 2018-09 ,AUDI,,Others,Sedan,9,,
11092, 2018-09 ,B.M.W.,,Petrol,Sedan,107,,
11093, 2018-09 ,B.M.W.,,Diesel,Sedan,,,
11094, 2018-09 ,B.M.W.,,Others,Sedan,19,,
11095, 2018-09 ,BENTLEY,,Petrol,Sedan,2,,
11096, 2018-09 ,BENTLEY,,Diesel,Sedan,,,
11097, 2018-09 ,BLUECAR,,Others,Sedan,,,
11098, 2018-09 ,BYD,,Others,Sedan,,,
11099, 2018-09 ,CHEVROLET,,Petrol,Sedan,,,
11100, 2018-09 ,CHRYSLER,,Petrol,Sedan,,,
11101, 2018-09 ,CITROEN,,Petrol,Sedan,,,
11102, 2018-09 ,DATSUN,,Petrol,Sedan,,,
11103, 2018-09 ,FERRARI,,Petrol,Sedan,,,
11104, 2018-09 ,FORD,,Petrol,Sedan,,,
11105, 2018-09 ,HONDA,,Petrol,Sedan,203,,
11106, 2018-09 ,HONDA,,Others,Sedan,15,,
11107, 2018-09 ,HYUNDAI,,Petrol,Sedan,636,,
11108, 2018-09 ,HYUNDAI,,Others,Sedan,,,
11109, 2018-09 ,INFINITI,,Petrol,Sedan,18,,
11110, 2018-09 ,JAGUAR,,Petrol,Sedan,15,,
11111, 2018-09 ,JEEP,,Petrol,Sedan,,,
11112, 2018-09 ,KIA,,Petrol,Sedan,147,,
11113, 2018-09 ,KIA,,Diesel,Sedan,,,
11114, 2018-09 ,LAMBORGHINI,,Petrol,Sedan,,,
11115, 2018-09 ,LAND ROVER,,Petrol,Sedan,,,
11116, 2018-09 ,LAND ROVER,,Diesel,Sedan,,,
11117, 2018-09 ,MASERATI,,Petrol,Sedan,2,,
11118, 2018-09 ,MASERATI,,Diesel,Sedan,,,
11119, 2018-09 ,MAXUS,,Petrol,Sedan,,,
11120, 2018-09 ,MAZDA,,Petrol,Sedan,105,,
11121, 2018-09 ,MCLAREN,,Petrol,Sedan,,,
11122, 2018-09 ,MERCEDES BENZ,,Petrol,Sedan,245,,
11123, 2018-09 ,MERCEDES BENZ,,Diesel,Sedan,2,,
11124, 2018-09 ,MERCEDES BENZ,,Others,Sedan,2,,
11125, 2018-09 ,MINI,,Petrol,Sedan,,,
11126, 2018-09 ,MITSUBISHI,,Petrol,Sedan,213,,
11127, 2018-09 ,MORRIS,,Petrol,Sedan,1,,
11128, 2018-09 ,NISSAN,,Petrol,Sedan,111,,
11129, 2018-09 ,NISSAN,,Others,Sedan,,,
11130, 2018-09 ,OPEL,,Petrol,Sedan,,,
11131, 2018-09 ,OPEL,,Diesel,Sedan,,,
11132, 2018-09 ,PERODUA,,Petrol,Sedan,,,
11133, 2018-09 ,PEUGEOT,,Petrol,Sedan,,,
11134, 2018-09 ,PORSCHE,,Petrol,Sedan,7,,
11135, 2018-09 ,PORSCHE,,Others,Sedan,1,,
11136, 2018-09 ,RENAULT,,Petrol,Sedan,,,
11137, 2018-09 ,RENAULT,,Diesel,Sedan,,,
11138, 2018-09 ,RENAULT,,Others,Sedan,,,
11139, 2018-09 ,ROLLS ROYCE,,Petrol,Sedan,3,,
11140, 2018-09 ,SEAT,,Petrol,Sedan,1,,
11141, 2018-09 ,SKODA,,Petrol,Sedan,10,,
11142, 2018-09 ,SMART,,Others,Sedan,,,
11143, 2018-09 ,SSANGYONG,,Diesel,Sedan,,,
11144, 2018-09 ,SUBARU,,Petrol,Sedan,9,,
11145, 2018-09 ,SUZUKI,,Petrol,Sedan,,,
11146, 2018-09 ,TESLA,,Others,Sedan,,,
11147, 2018-09 ,TOYOTA,,Petrol,Sedan,277,,
11148, 2018-09 ,TOYOTA,,Diesel,Sedan,,,
11149, 2018-09 ,TOYOTA,,Others,Sedan,67,,
11150, 2018-09 ,TRIUMPH,,Petrol,Sedan,,,
11151, 2018-09 ,VOLKSWAGEN,,Petrol,Sedan,21,,
11152, 2018-09 ,VOLVO,,Petrol,Sedan,3,,
11153, 2018-09 ,ALFA ROMEO,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11154, 2018-09 ,ALPINA,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11155, 2018-09 ,ASTON MARTIN,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11156, 2018-09 ,AUDI,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11157, 2018-09 ,AUDI,,Others,Multi-purpose Vehicle/Station-wagon,,,
11158, 2018-09 ,B.M.W.,,Petrol,Multi-purpose Vehicle/Station-wagon,26,,
11159, 2018-09 ,B.M.W.,,Diesel,Multi-purpose Vehicle/Station-wagon,,,
11160, 2018-09 ,B.M.W.,,Others,Multi-purpose Vehicle/Station-wagon,3,,
11161, 2018-09 ,BENTLEY,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11162, 2018-09 ,BENTLEY,,Diesel,Multi-purpose Vehicle/Station-wagon,1,,
11163, 2018-09 ,BLUECAR,,Others,Multi-purpose Vehicle/Station-wagon,,,
11164, 2018-09 ,BYD,,Others,Multi-purpose Vehicle/Station-wagon,,,
11165, 2018-09 ,CHEVROLET,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11166, 2018-09 ,CHRYSLER,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11167, 2018-09 ,CITROEN,,Petrol,Multi-purpose Vehicle/Station-wagon,4,,
11168, 2018-09 ,DATSUN,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11169, 2018-09 ,FERRARI,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11170, 2018-09 ,FORD,,Petrol,Multi-purpose Vehicle/Station-wagon,8,,
11171, 2018-09 ,HONDA,,Petrol,Multi-purpose Vehicle/Station-wagon,115,,
11172, 2018-09 ,HONDA,,Others,Multi-purpose Vehicle/Station-wagon,207,,
11173, 2018-09 ,HYUNDAI,,Petrol,Multi-purpose Vehicle/Station-wagon,15,,
11174, 2018-09 ,HYUNDAI,,Others,Multi-purpose Vehicle/Station-wagon,,,
11175, 2018-09 ,INFINITI,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11176, 2018-09 ,JAGUAR,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11177, 2018-09 ,JEEP,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11178, 2018-09 ,KIA,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11179, 2018-09 ,KIA,,Diesel,Multi-purpose Vehicle/Station-wagon,52,,
11180, 2018-09 ,LAMBORGHINI,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11181, 2018-09 ,LAND ROVER,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11182, 2018-09 ,LAND ROVER,,Diesel,Multi-purpose Vehicle/Station-wagon,1,,
11183, 2018-09 ,MASERATI,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11184, 2018-09 ,MASERATI,,Diesel,Multi-purpose Vehicle/Station-wagon,,,
11185, 2018-09 ,MAXUS,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11186, 2018-09 ,MAZDA,,Petrol,Multi-purpose Vehicle/Station-wagon,1,,
11187, 2018-09 ,MCLAREN,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11188, 2018-09 ,MERCEDES BENZ,,Petrol,Multi-purpose Vehicle/Station-wagon,13,,
11189, 2018-09 ,MERCEDES BENZ,,Diesel,Multi-purpose Vehicle/Station-wagon,2,,
11190, 2018-09 ,MERCEDES BENZ,,Others,Multi-purpose Vehicle/Station-wagon,,,
11191, 2018-09 ,MINI,,Petrol,Multi-purpose Vehicle/Station-wagon,12,,
11192, 2018-09 ,MITSUBISHI,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11193, 2018-09 ,MORRIS,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11194, 2018-09 ,NISSAN,,Petrol,Multi-purpose Vehicle/Station-wagon,3,,
11195, 2018-09 ,NISSAN,,Others,Multi-purpose Vehicle/Station-wagon,,,
11196, 2018-09 ,OPEL,,Petrol,Multi-purpose Vehicle/Station-wagon,2,,
11197, 2018-09 ,OPEL,,Diesel,Multi-purpose Vehicle/Station-wagon,,,
11198, 2018-09 ,PERODUA,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11199, 2018-09 ,PEUGEOT,,Petrol,Multi-purpose Vehicle/Station-wagon,8,,
11200, 2018-09 ,PORSCHE,,Petrol,Multi-purpose Vehicle/Station-wagon,1,,
11201, 2018-09 ,PORSCHE,,Others,Multi-purpose Vehicle/Station-wagon,1,,
11202, 2018-09 ,RENAULT,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11203, 2018-09 ,RENAULT,,Diesel,Multi-purpose Vehicle/Station-wagon,52,,
11204, 2018-09 ,RENAULT,,Others,Multi-purpose Vehicle/Station-wagon,,,
11205, 2018-09 ,ROLLS ROYCE,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11206, 2018-09 ,SEAT,,Petrol,Multi-purpose Vehicle/Station-wagon,2,,
11207, 2018-09 ,SKODA,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11208, 2018-09 ,SMART,,Others,Multi-purpose Vehicle/Station-wagon,,,
11209, 2018-09 ,SSANGYONG,,Diesel,Multi-purpose Vehicle/Station-wagon,,,
11210, 2018-09 ,SUBARU,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11211, 2018-09 ,SUZUKI,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11212, 2018-09 ,TESLA,,Others,Multi-purpose Vehicle/Station-wagon,,,
11213, 2018-09 ,TOYOTA,,Petrol,Multi-purpose Vehicle/Station-wagon,171,,
11214, 2018-09 ,TOYOTA,,Diesel,Multi-purpose Vehicle/Station-wagon,,,
11215, 2018-09 ,TOYOTA,,Others,Multi-purpose Vehicle/Station-wagon,174,,
11216, 2018-09 ,TRIUMPH,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
11217, 2018-09 ,VOLKSWAGEN,,Petrol,Multi-purpose Vehicle/Station-wagon,87,,
11218, 2018-09 ,VOLVO,,Petrol,Multi-purpose Vehicle/Station-wagon,2,,
11219, 2018-09 ,ALFA ROMEO,,Petrol,Sports Utility Vehicle,,,
11220, 2018-09 ,ALPINA,,Petrol,Sports Utility Vehicle,,,
11221, 2018-09 ,ASTON MARTIN,,Petrol,Sports Utility Vehicle,,,
11222, 2018-09 ,AUDI,,Petrol,Sports Utility Vehicle,56,,
11223, 2018-09 ,AUDI,,Others,Sports Utility Vehicle,,,
11224, 2018-09 ,B.M.W.,,Petrol,Sports Utility Vehicle,229,,
11225, 2018-09 ,B.M.W.,,Diesel,Sports Utility Vehicle,,,
11226, 2018-09 ,B.M.W.,,Others,Sports Utility Vehicle,,,
11227, 2018-09 ,BENTLEY,,Petrol,Sports Utility Vehicle,2,,
11228, 2018-09 ,BENTLEY,,Diesel,Sports Utility Vehicle,,,
11229, 2018-09 ,BLUECAR,,Others,Sports Utility Vehicle,,,
