stt, month ,make,importer_type,fuel_type,vehicle_type,number,,
23933, 2021-09 ,M.G.,,Petrol,Hatchback,,,
23934, 2021-09 ,M.G.,,Others,Hatchback,,,
23935, 2021-09 ,MASERATI,,Petrol,Hatchback,,,
23936, 2021-09 ,MASERATI,,Others,Hatchback,,,
23937, 2021-09 ,MAZDA,,Petrol,Hatchback,,,
23938, 2021-09 ,MAZDA,,Diesel,Hatchback,,,
23939, 2021-09 ,MAZDA,,Others,Hatchback,13,,
23940, 2021-09 ,MCLAREN,,Petrol,Hatchback,,,
23941, 2021-09 ,MERCEDES BENZ,,Petrol,Hatchback,16,,
23942, 2021-09 ,MERCEDES BENZ,,Diesel,Hatchback,,,
23943, 2021-09 ,MERCEDES BENZ,,Others,Hatchback,,,
23944, 2021-09 ,MINI,,Petrol,Hatchback,29,,
23945, 2021-09 ,MINI,,Others,Hatchback,2,,
23946, 2021-09 ,MITSUBISHI,,Petrol,Hatchback,2,,
23947, 2021-09 ,MITSUOKA,,Petrol,Hatchback,,,
23948, 2021-09 ,MORGAN,,Petrol,Hatchback,,,
23949, 2021-09 ,NISSAN,,Petrol,Hatchback,,,
23950, 2021-09 ,NISSAN,,Others,Hatchback,24,,
23951, 2021-09 ,OPEL,,Petrol,Hatchback,8,,
23952, 2021-09 ,PERODUA,,Petrol,Hatchback,2,,
23953, 2021-09 ,PEUGEOT,,Petrol,Hatchback,1,,
23954, 2021-09 ,PORSCHE,,Petrol,Hatchback,,,
23955, 2021-09 ,PORSCHE,,Others,Hatchback,,,
23956, 2021-09 ,RENAULT,,Petrol,Hatchback,,,
23957, 2021-09 ,RENAULT,,Diesel,Hatchback,,,
23958, 2021-09 ,ROLLS ROYCE,,Petrol,Hatchback,,,
23959, 2021-09 ,SEAT,,Petrol,Hatchback,1,,
23960, 2021-09 ,SEAT,,Others,Hatchback,3,,
23961, 2021-09 ,SKODA,,Petrol,Hatchback,15,,
23962, 2021-09 ,SKODA,,Others,Hatchback,,,
23963, 2021-09 ,SSANGYONG,,Petrol,Hatchback,,,
23964, 2021-09 ,SSANGYONG,,Diesel,Hatchback,,,
23965, 2021-09 ,SUBARU,,Petrol,Hatchback,,,
23966, 2021-09 ,SUBARU,,Others,Hatchback,,,
23967, 2021-09 ,SUZUKI,,Petrol,Hatchback,6,,
23968, 2021-09 ,SUZUKI,,Others,Hatchback,11,,
23969, 2021-09 ,TESLA,,Others,Hatchback,,,
23970, 2021-09 ,TOYOTA,,Petrol,Hatchback,4,,
23971, 2021-09 ,TOYOTA,,Diesel,Hatchback,,,
23972, 2021-09 ,TOYOTA,,Others,Hatchback,45,,
23973, 2021-09 ,VOLKSWAGEN,,Petrol,Hatchback,7,,
23974, 2021-09 ,VOLKSWAGEN,,Others,Hatchback,26,,
23975, 2021-09 ,VOLVO,,Petrol,Hatchback,,,
23976, 2021-09 ,VOLVO,,Others,Hatchback,,,
23977, 2021-09 ,ALFA ROMEO,,Petrol,Sedan,3,,
23978, 2021-09 ,ALPINE,,Petrol,Sedan,,,
23979, 2021-09 ,ASTON MARTIN,,Petrol,Sedan,,,
23980, 2021-09 ,AUDI,,Petrol,Sedan,,,
23981, 2021-09 ,AUDI,,Others,Sedan,56,,
23982, 2021-09 ,AUSTIN,,Petrol,Sedan,,,
23983, 2021-09 ,B.M.W.,,Petrol,Sedan,132,,
23984, 2021-09 ,B.M.W.,,Others,Sedan,48,,
23985, 2021-09 ,BENTLEY,,Petrol,Sedan,1,,
23986, 2021-09 ,BYD,,Others,Sedan,,,
23987, 2021-09 ,CITROEN,,Petrol,Sedan,,,
23988, 2021-09 ,DATSUN,,Petrol,Sedan,1,,
23989, 2021-09 ,FERRARI,,Petrol,Sedan,,,
23990, 2021-09 ,FERRARI,,Others,Sedan,,,
23991, 2021-09 ,FIAT,,Petrol,Sedan,,,
23992, 2021-09 ,FORD,,Petrol,Sedan,,,
23993, 2021-09 ,HONDA,,Petrol,Sedan,76,,
23994, 2021-09 ,HONDA,,Others,Sedan,,,
23995, 2021-09 ,HYUNDAI,,Petrol,Sedan,195,,
23996, 2021-09 ,HYUNDAI,,Others,Sedan,,,
23997, 2021-09 ,JAGUAR,,Petrol,Sedan,5,,
23998, 2021-09 ,JAGUAR,,Others,Sedan,,,
23999, 2021-09 ,JEEP,,Petrol,Sedan,,,
24000, 2021-09 ,JEEP,,Others,Sedan,,,
24001, 2021-09 ,KIA,,Petrol,Sedan,95,,
24002, 2021-09 ,KIA,,Diesel,Sedan,,,
24003, 2021-09 ,KIA,,Others,Sedan,,,
24004, 2021-09 ,LAMBORGHINI,,Petrol,Sedan,,,
24005, 2021-09 ,LAND ROVER,,Petrol,Sedan,,,
24006, 2021-09 ,LAND ROVER,,Diesel,Sedan,,,
24007, 2021-09 ,LAND ROVER,,Others,Sedan,,,
24008, 2021-09 ,LOTUS,,Petrol,Sedan,,,
24009, 2021-09 ,M.G.,,Petrol,Sedan,,,
24010, 2021-09 ,M.G.,,Others,Sedan,,,
24011, 2021-09 ,MASERATI,,Petrol,Sedan,3,,
24012, 2021-09 ,MASERATI,,Others,Sedan,1,,
24013, 2021-09 ,MAZDA,,Petrol,Sedan,9,,
24014, 2021-09 ,MAZDA,,Diesel,Sedan,,,
24015, 2021-09 ,MAZDA,,Others,Sedan,51,,
24016, 2021-09 ,MCLAREN,,Petrol,Sedan,,,
24017, 2021-09 ,MERCEDES BENZ,,Petrol,Sedan,66,,
24018, 2021-09 ,MERCEDES BENZ,,Diesel,Sedan,1,,
24019, 2021-09 ,MERCEDES BENZ,,Others,Sedan,56,,
24020, 2021-09 ,MINI,,Petrol,Sedan,,,
24021, 2021-09 ,MINI,,Others,Sedan,,,
24022, 2021-09 ,MITSUBISHI,,Petrol,Sedan,14,,
24023, 2021-09 ,MITSUOKA,,Petrol,Sedan,,,
24024, 2021-09 ,MORGAN,,Petrol,Sedan,,,
24025, 2021-09 ,NISSAN,,Petrol,Sedan,12,,
24026, 2021-09 ,NISSAN,,Others,Sedan,,,
24027, 2021-09 ,OPEL,,Petrol,Sedan,,,
24028, 2021-09 ,PERODUA,,Petrol,Sedan,1,,
24029, 2021-09 ,PEUGEOT,,Petrol,Sedan,,,
24030, 2021-09 ,PORSCHE,,Petrol,Sedan,,,
24031, 2021-09 ,PORSCHE,,Others,Sedan,6,,
24032, 2021-09 ,RENAULT,,Petrol,Sedan,,,
24033, 2021-09 ,RENAULT,,Diesel,Sedan,,,
24034, 2021-09 ,ROLLS ROYCE,,Petrol,Sedan,2,,
24035, 2021-09 ,SEAT,,Petrol,Sedan,,,
24036, 2021-09 ,SEAT,,Others,Sedan,,,
24037, 2021-09 ,SKODA,,Petrol,Sedan,5,,
24038, 2021-09 ,SKODA,,Others,Sedan,11,,
24039, 2021-09 ,SSANGYONG,,Petrol,Sedan,,,
24040, 2021-09 ,SSANGYONG,,Diesel,Sedan,,,
24041, 2021-09 ,SUBARU,,Petrol,Sedan,,,
24042, 2021-09 ,SUBARU,,Others,Sedan,,,
24043, 2021-09 ,SUZUKI,,Petrol,Sedan,,,
24044, 2021-09 ,SUZUKI,,Others,Sedan,,,
24045, 2021-09 ,TESLA,,Others,Sedan,312,,
24046, 2021-09 ,TOYOTA,,Petrol,Sedan,104,,
24047, 2021-09 ,TOYOTA,,Diesel,Sedan,,,
24048, 2021-09 ,TOYOTA,,Others,Sedan,177,,
24049, 2021-09 ,VOLKSWAGEN,,Petrol,Sedan,10,,
24050, 2021-09 ,VOLKSWAGEN,,Others,Sedan,,,
24051, 2021-09 ,VOLVO,,Petrol,Sedan,,,
24052, 2021-09 ,VOLVO,,Others,Sedan,,,
24053, 2021-09 ,ALFA ROMEO,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24054, 2021-09 ,ALPINE,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24055, 2021-09 ,ASTON MARTIN,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24056, 2021-09 ,AUDI,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24057, 2021-09 ,AUDI,,Others,Multi-purpose Vehicle/Station-wagon,1,,
24058, 2021-09 ,AUSTIN,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24059, 2021-09 ,B.M.W.,,Petrol,Multi-purpose Vehicle/Station-wagon,1,,
24060, 2021-09 ,B.M.W.,,Others,Multi-purpose Vehicle/Station-wagon,,,
24061, 2021-09 ,BENTLEY,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24062, 2021-09 ,BYD,,Others,Multi-purpose Vehicle/Station-wagon,12,,
24063, 2021-09 ,CITROEN,,Petrol,Multi-purpose Vehicle/Station-wagon,9,,
24064, 2021-09 ,DATSUN,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24065, 2021-09 ,FERRARI,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24066, 2021-09 ,FERRARI,,Others,Multi-purpose Vehicle/Station-wagon,,,
24067, 2021-09 ,FIAT,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24068, 2021-09 ,FORD,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24069, 2021-09 ,HONDA,,Petrol,Multi-purpose Vehicle/Station-wagon,100,,
24070, 2021-09 ,HONDA,,Others,Multi-purpose Vehicle/Station-wagon,51,,
24071, 2021-09 ,HYUNDAI,,Petrol,Multi-purpose Vehicle/Station-wagon,6,,
24072, 2021-09 ,HYUNDAI,,Others,Multi-purpose Vehicle/Station-wagon,,,
24073, 2021-09 ,JAGUAR,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24074, 2021-09 ,JAGUAR,,Others,Multi-purpose Vehicle/Station-wagon,,,
24075, 2021-09 ,JEEP,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24076, 2021-09 ,JEEP,,Others,Multi-purpose Vehicle/Station-wagon,,,
24077, 2021-09 ,KIA,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24078, 2021-09 ,KIA,,Diesel,Multi-purpose Vehicle/Station-wagon,2,,
24079, 2021-09 ,KIA,,Others,Multi-purpose Vehicle/Station-wagon,18,,
24080, 2021-09 ,LAMBORGHINI,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24081, 2021-09 ,LAND ROVER,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24082, 2021-09 ,LAND ROVER,,Diesel,Multi-purpose Vehicle/Station-wagon,,,
24083, 2021-09 ,LAND ROVER,,Others,Multi-purpose Vehicle/Station-wagon,,,
24084, 2021-09 ,LOTUS,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24085, 2021-09 ,M.G.,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24086, 2021-09 ,M.G.,,Others,Multi-purpose Vehicle/Station-wagon,3,,
24087, 2021-09 ,MASERATI,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24088, 2021-09 ,MASERATI,,Others,Multi-purpose Vehicle/Station-wagon,,,
24089, 2021-09 ,MAZDA,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24090, 2021-09 ,MAZDA,,Diesel,Multi-purpose Vehicle/Station-wagon,,,
24091, 2021-09 ,MAZDA,,Others,Multi-purpose Vehicle/Station-wagon,,,
24092, 2021-09 ,MCLAREN,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24093, 2021-09 ,MERCEDES BENZ,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24094, 2021-09 ,MERCEDES BENZ,,Diesel,Multi-purpose Vehicle/Station-wagon,,,
24095, 2021-09 ,MERCEDES BENZ,,Others,Multi-purpose Vehicle/Station-wagon,1,,
24096, 2021-09 ,MINI,,Petrol,Multi-purpose Vehicle/Station-wagon,3,,
24097, 2021-09 ,MINI,,Others,Multi-purpose Vehicle/Station-wagon,,,
24098, 2021-09 ,MITSUBISHI,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24099, 2021-09 ,MITSUOKA,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24100, 2021-09 ,MORGAN,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24101, 2021-09 ,NISSAN,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24102, 2021-09 ,NISSAN,,Others,Multi-purpose Vehicle/Station-wagon,39,,
24103, 2021-09 ,OPEL,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24104, 2021-09 ,PERODUA,,Petrol,Multi-purpose Vehicle/Station-wagon,1,,
24105, 2021-09 ,PEUGEOT,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24106, 2021-09 ,PORSCHE,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24107, 2021-09 ,PORSCHE,,Others,Multi-purpose Vehicle/Station-wagon,,,
24108, 2021-09 ,RENAULT,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24109, 2021-09 ,RENAULT,,Diesel,Multi-purpose Vehicle/Station-wagon,1,,
24110, 2021-09 ,ROLLS ROYCE,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24111, 2021-09 ,SEAT,,Petrol,Multi-purpose Vehicle/Station-wagon,2,,
24112, 2021-09 ,SEAT,,Others,Multi-purpose Vehicle/Station-wagon,,,
24113, 2021-09 ,SKODA,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24114, 2021-09 ,SKODA,,Others,Multi-purpose Vehicle/Station-wagon,,,
24115, 2021-09 ,SSANGYONG,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24116, 2021-09 ,SSANGYONG,,Diesel,Multi-purpose Vehicle/Station-wagon,3,,
24117, 2021-09 ,SUBARU,,Petrol,Multi-purpose Vehicle/Station-wagon,2,,
24118, 2021-09 ,SUBARU,,Others,Multi-purpose Vehicle/Station-wagon,,,
24119, 2021-09 ,SUZUKI,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24120, 2021-09 ,SUZUKI,,Others,Multi-purpose Vehicle/Station-wagon,,,
24121, 2021-09 ,TESLA,,Others,Multi-purpose Vehicle/Station-wagon,2,,
24122, 2021-09 ,TOYOTA,,Petrol,Multi-purpose Vehicle/Station-wagon,48,,
24123, 2021-09 ,TOYOTA,,Diesel,Multi-purpose Vehicle/Station-wagon,1,,
24124, 2021-09 ,TOYOTA,,Others,Multi-purpose Vehicle/Station-wagon,193,,
24125, 2021-09 ,VOLKSWAGEN,,Petrol,Multi-purpose Vehicle/Station-wagon,16,,
24126, 2021-09 ,VOLKSWAGEN,,Others,Multi-purpose Vehicle/Station-wagon,,,
24127, 2021-09 ,VOLVO,,Petrol,Multi-purpose Vehicle/Station-wagon,,,
24128, 2021-09 ,VOLVO,,Others,Multi-purpose Vehicle/Station-wagon,5,,
24129, 2021-09 ,ALFA ROMEO,,Petrol,Sports Utility Vehicle,1,,
24130, 2021-09 ,ALPINE,,Petrol,Sports Utility Vehicle,,,
24131, 2021-09 ,ASTON MARTIN,,Petrol,Sports Utility Vehicle,1,,
24132, 2021-09 ,AUDI,,Petrol,Sports Utility Vehicle,34,,
24133, 2021-09 ,AUDI,,Others,Sports Utility Vehicle,26,,
24134, 2021-09 ,AUSTIN,,Petrol,Sports Utility Vehicle,,,
24135, 2021-09 ,B.M.W.,,Petrol,Sports Utility Vehicle,197,,
24136, 2021-09 ,B.M.W.,,Others,Sports Utility Vehicle,6,,
24137, 2021-09 ,BENTLEY,,Petrol,Sports Utility Vehicle,7,,
24138, 2021-09 ,BYD,,Others,Sports Utility Vehicle,,,
24139, 2021-09 ,CITROEN,,Petrol,Sports Utility Vehicle,2,,
24140, 2021-09 ,DATSUN,,Petrol,Sports Utility Vehicle,,,
24141, 2021-09 ,FERRARI,,Petrol,Sports Utility Vehicle,,,
24142, 2021-09 ,FERRARI,,Others,Sports Utility Vehicle,,,
24143, 2021-09 ,FIAT,,Petrol,Sports Utility Vehicle,,,
24144, 2021-09 ,FORD,,Petrol,Sports Utility Vehicle,,,
24145, 2021-09 ,HONDA,,Petrol,Sports Utility Vehicle,155,,
24146, 2021-09 ,HONDA,,Others,Sports Utility Vehicle,25,,
24147, 2021-09 ,HYUNDAI,,Petrol,Sports Utility Vehicle,32,,
24148, 2021-09 ,HYUNDAI,,Others,Sports Utility Vehicle,66,,
24149, 2021-09 ,JAGUAR,,Petrol,Sports Utility Vehicle,5,,
24150, 2021-09 ,JAGUAR,,Others,Sports Utility Vehicle,3,,
24151, 2021-09 ,JEEP,,Petrol,Sports Utility Vehicle,4,,
24152, 2021-09 ,JEEP,,Others,Sports Utility Vehicle,1,,
24153, 2021-09 ,KIA,,Petrol,Sports Utility Vehicle,19,,
24154, 2021-09 ,KIA,,Diesel,Sports Utility Vehicle,,,
24155, 2021-09 ,KIA,,Others,Sports Utility Vehicle,11,,
24156, 2021-09 ,LAMBORGHINI,,Petrol,Sports Utility Vehicle,2,,
24157, 2021-09 ,LAND ROVER,,Petrol,Sports Utility Vehicle,3,,
24158, 2021-09 ,LAND ROVER,,Diesel,Sports Utility Vehicle,1,,
24159, 2021-09 ,LAND ROVER,,Others,Sports Utility Vehicle,15,,
24160, 2021-09 ,LOTUS,,Petrol,Sports Utility Vehicle,,,
24161, 2021-09 ,M.G.,,Petrol,Sports Utility Vehicle,19,,
24162, 2021-09 ,M.G.,,Others,Sports Utility Vehicle,8,,
24163, 2021-09 ,MASERATI,,Petrol,Sports Utility Vehicle,5,,
24164, 2021-09 ,MASERATI,,Others,Sports Utility Vehicle,,,
24165, 2021-09 ,MAZDA,,Petrol,Sports Utility Vehicle,28,,
24166, 2021-09 ,MAZDA,,Diesel,Sports Utility Vehicle,,,
24167, 2021-09 ,MAZDA,,Others,Sports Utility Vehicle,,,
24168, 2021-09 ,MCLAREN,,Petrol,Sports Utility Vehicle,,,
24169, 2021-09 ,MERCEDES BENZ,,Petrol,Sports Utility Vehicle,194,,
24170, 2021-09 ,MERCEDES BENZ,,Diesel,Sports Utility Vehicle,4,,
24171, 2021-09 ,MERCEDES BENZ,,Others,Sports Utility Vehicle,33,,
24172, 2021-09 ,MINI,,Petrol,Sports Utility Vehicle,,,
24173, 2021-09 ,MINI,,Others,Sports Utility Vehicle,,,
24174, 2021-09 ,MITSUBISHI,,Petrol,Sports Utility Vehicle,51,,
24175, 2021-09 ,MITSUOKA,,Petrol,Sports Utility Vehicle,,,
24176, 2021-09 ,MORGAN,,Petrol,Sports Utility Vehicle,,,
24177, 2021-09 ,NISSAN,,Petrol,Sports Utility Vehicle,,,
24178, 2021-09 ,NISSAN,,Others,Sports Utility Vehicle,79,,
24179, 2021-09 ,OPEL,,Petrol,Sports Utility Vehicle,37,,
24180, 2021-09 ,PERODUA,,Petrol,Sports Utility Vehicle,,,
24181, 2021-09 ,PEUGEOT,,Petrol,Sports Utility Vehicle,29,,
24182, 2021-09 ,PORSCHE,,Petrol,Sports Utility Vehicle,4,,
24183, 2021-09 ,PORSCHE,,Others,Sports Utility Vehicle,,,
24184, 2021-09 ,RENAULT,,Petrol,Sports Utility Vehicle,7,,
24185, 2021-09 ,RENAULT,,Diesel,Sports Utility Vehicle,,,
24186, 2021-09 ,ROLLS ROYCE,,Petrol,Sports Utility Vehicle,1,,
24187, 2021-09 ,SEAT,,Petrol,Sports Utility Vehicle,7,,
24188, 2021-09 ,SEAT,,Others,Sports Utility Vehicle,,,
24189, 2021-09 ,SKODA,,Petrol,Sports Utility Vehicle,14,,
24190, 2021-09 ,SKODA,,Others,Sports Utility Vehicle,,,
24191, 2021-09 ,SSANGYONG,,Petrol,Sports Utility Vehicle,2,,
24192, 2021-09 ,SSANGYONG,,Diesel,Sports Utility Vehicle,4,,
24193, 2021-09 ,SUBARU,,Petrol,Sports Utility Vehicle,29,,
24194, 2021-09 ,SUBARU,,Others,Sports Utility Vehicle,1,,
24195, 2021-09 ,SUZUKI,,Petrol,Sports Utility Vehicle,4,,
24196, 2021-09 ,SUZUKI,,Others,Sports Utility Vehicle,,,
24197, 2021-09 ,TESLA,,Others,Sports Utility Vehicle,,,
24198, 2021-09 ,TOYOTA,,Petrol,Sports Utility Vehicle,74,,
24199, 2021-09 ,TOYOTA,,Diesel,Sports Utility Vehicle,,,
24200, 2021-09 ,TOYOTA,,Others,Sports Utility Vehicle,131,,
24201, 2021-09 ,VOLKSWAGEN,,Petrol,Sports Utility Vehicle,41,,
24202, 2021-09 ,VOLKSWAGEN,,Others,Sports Utility Vehicle,,,
24203, 2021-09 ,VOLVO,,Petrol,Sports Utility Vehicle,8,,
24204, 2021-09 ,VOLVO,,Others,Sports Utility Vehicle,13,,
24205, 2021-09 ,ALFA ROMEO,,Petrol,Coupe/ Convertible,,,
24206, 2021-09 ,ALPINE,,Petrol,Coupe/ Convertible,1,,
24207, 2021-09 ,ASTON MARTIN,,Petrol,Coupe/ Convertible,1,,
24208, 2021-09 ,AUDI,,Petrol,Coupe/ Convertible,1,,
24209, 2021-09 ,AUDI,,Others,Coupe/ Convertible,1,,
24210, 2021-09 ,AUSTIN,,Petrol,Coupe/ Convertible,,,
24211, 2021-09 ,B.M.W.,,Petrol,Coupe/ Convertible,35,,
24212, 2021-09 ,B.M.W.,,Others,Coupe/ Convertible,,,
24213, 2021-09 ,BENTLEY,,Petrol,Coupe/ Convertible,1,,
24214, 2021-09 ,BYD,,Others,Coupe/ Convertible,,,
24215, 2021-09 ,CITROEN,,Petrol,Coupe/ Convertible,,,
24216, 2021-09 ,DATSUN,,Petrol,Coupe/ Convertible,,,
24217, 2021-09 ,FERRARI,,Petrol,Coupe/ Convertible,9,,
24218, 2021-09 ,FERRARI,,Others,Coupe/ Convertible,2,,
24219, 2021-09 ,FIAT,,Petrol,Coupe/ Convertible,,,
24220, 2021-09 ,FORD,,Petrol,Coupe/ Convertible,,,
24221, 2021-09 ,HONDA,,Petrol,Coupe/ Convertible,1,,
24222, 2021-09 ,HONDA,,Others,Coupe/ Convertible,,,
24223, 2021-09 ,HYUNDAI,,Petrol,Coupe/ Convertible,,,
24224, 2021-09 ,HYUNDAI,,Others,Coupe/ Convertible,,,
24225, 2021-09 ,JAGUAR,,Petrol,Coupe/ Convertible,1,,
24226, 2021-09 ,JAGUAR,,Others,Coupe/ Convertible,,,
24227, 2021-09 ,JEEP,,Petrol,Coupe/ Convertible,,,
24228, 2021-09 ,JEEP,,Others,Coupe/ Convertible,,,
24229, 2021-09 ,KIA,,Petrol,Coupe/ Convertible,,,
24230, 2021-09 ,KIA,,Diesel,Coupe/ Convertible,,,
24231, 2021-09 ,KIA,,Others,Coupe/ Convertible,,,
24232, 2021-09 ,LAMBORGHINI,,Petrol,Coupe/ Convertible,2,,
24233, 2021-09 ,LAND ROVER,,Petrol,Coupe/ Convertible,,,
24234, 2021-09 ,LAND ROVER,,Diesel,Coupe/ Convertible,,,
24235, 2021-09 ,LAND ROVER,,Others,Coupe/ Convertible,,,
24236, 2021-09 ,LOTUS,,Petrol,Coupe/ Convertible,3,,
24237, 2021-09 ,M.G.,,Petrol,Coupe/ Convertible,,,
24238, 2021-09 ,M.G.,,Others,Coupe/ Convertible,,,
24239, 2021-09 ,MASERATI,,Petrol,Coupe/ Convertible,,,
24240, 2021-09 ,MASERATI,,Others,Coupe/ Convertible,,,
24241, 2021-09 ,MAZDA,,Petrol,Coupe/ Convertible,,,
24242, 2021-09 ,MAZDA,,Diesel,Coupe/ Convertible,,,
24243, 2021-09 ,MAZDA,,Others,Coupe/ Convertible,,,
24244, 2021-09 ,MCLAREN,,Petrol,Coupe/ Convertible,2,,
24245, 2021-09 ,MERCEDES BENZ,,Petrol,Coupe/ Convertible,70,,
24246, 2021-09 ,MERCEDES BENZ,,Diesel,Coupe/ Convertible,,,
24247, 2021-09 ,MERCEDES BENZ,,Others,Coupe/ Convertible,8,,
24248, 2021-09 ,MINI,,Petrol,Coupe/ Convertible,2,,
24249, 2021-09 ,MINI,,Others,Coupe/ Convertible,,,
24250, 2021-09 ,MITSUBISHI,,Petrol,Coupe/ Convertible,,,
24251, 2021-09 ,MITSUOKA,,Petrol,Coupe/ Convertible,,,
24252, 2021-09 ,MORGAN,,Petrol,Coupe/ Convertible,,,
24253, 2021-09 ,NISSAN,,Petrol,Coupe/ Convertible,1,,
24254, 2021-09 ,NISSAN,,Others,Coupe/ Convertible,,,
24255, 2021-09 ,OPEL,,Petrol,Coupe/ Convertible,,,
24256, 2021-09 ,PERODUA,,Petrol,Coupe/ Convertible,,,
24257, 2021-09 ,PEUGEOT,,Petrol,Coupe/ Convertible,,,
24258, 2021-09 ,PORSCHE,,Petrol,Coupe/ Convertible,15,,
24259, 2021-09 ,PORSCHE,,Others,Coupe/ Convertible,3,,
24260, 2021-09 ,RENAULT,,Petrol,Coupe/ Convertible,,,
24261, 2021-09 ,RENAULT,,Diesel,Coupe/ Convertible,,,
24262, 2021-09 ,ROLLS ROYCE,,Petrol,Coupe/ Convertible,,,
24263, 2021-09 ,SEAT,,Petrol,Coupe/ Convertible,,,
24264, 2021-09 ,SEAT,,Others,Coupe/ Convertible,,,
24265, 2021-09 ,SKODA,,Petrol,Coupe/ Convertible,,,
24266, 2021-09 ,SKODA,,Others,Coupe/ Convertible,,,
24267, 2021-09 ,SSANGYONG,,Petrol,Coupe/ Convertible,,,
24268, 2021-09 ,SSANGYONG,,Diesel,Coupe/ Convertible,,,
24269, 2021-09 ,SUBARU,,Petrol,Coupe/ Convertible,,,
24270, 2021-09 ,SUBARU,,Others,Coupe/ Convertible,,,
24271, 2021-09 ,SUZUKI,,Petrol,Coupe/ Convertible,,,
24272, 2021-09 ,SUZUKI,,Others,Coupe/ Convertible,,,
24273, 2021-09 ,TESLA,,Others,Coupe/ Convertible,,,
24274, 2021-09 ,TOYOTA,,Petrol,Coupe/ Convertible,1,,
24275, 2021-09 ,TOYOTA,,Diesel,Coupe/ Convertible,,,
24276, 2021-09 ,TOYOTA,,Others,Coupe/ Convertible,,,
24277, 2021-09 ,VOLKSWAGEN,,Petrol,Coupe/ Convertible,,,
24278, 2021-09 ,VOLKSWAGEN,,Others,Coupe/ Convertible,,,
24279, 2021-09 ,VOLVO,,Petrol,Coupe/ Convertible,,,
24280, 2021-09 ,VOLVO,,Others,Coupe/ Convertible,,,
24281, 2021-10 ,ALFA ROMEO,,Petrol,Hatchback,,,
24282, 2021-10 ,ALPINE,,Petrol,Hatchback,,,
24283, 2021-10 ,ASTON MARTIN,,Petrol,Hatchback,,,
24284, 2021-10 ,AUDI,,Petrol,Hatchback,2,,
24285, 2021-10 ,AUDI,,Others,Hatchback,5,,
24286, 2021-10 ,AUSTIN,,Petrol,Hatchback,,,
24287, 2021-10 ,B.M.W.,,Petrol,Hatchback,10,,
24288, 2021-10 ,B.M.W.,,Diesel,Hatchback,,,
24289, 2021-10 ,B.M.W.,,Others,Hatchback,1,,
24290, 2021-10 ,BENTLEY,,Petrol,Hatchback,,,
24291, 2021-10 ,BYD,,Others,Hatchback,,,
24292, 2021-10 ,CITROEN,,Petrol,Hatchback,,,
24293, 2021-10 ,DATSUN,,Petrol,Hatchback,,,
24294, 2021-10 ,FERRARI,,Petrol,Hatchback,,,
24295, 2021-10 ,FERRARI,,Others,Hatchback,,,
24296, 2021-10 ,FIAT,,Petrol,Hatchback,,,
24297, 2021-10 ,FORD,,Petrol,Hatchback,,,
24298, 2021-10 ,HONDA,,Petrol,Hatchback,62,,
24299, 2021-10 ,HONDA,,Others,Hatchback,27,,
24300, 2021-10 ,HYUNDAI,,Petrol,Hatchback,,,
24301, 2021-10 ,HYUNDAI,,Others,Hatchback,22,,
24302, 2021-10 ,JAGUAR,,Petrol,Hatchback,,,
24303, 2021-10 ,JAGUAR,,Others,Hatchback,,,
24304, 2021-10 ,JEEP,,Petrol,Hatchback,,,
24305, 2021-10 ,JEEP,,Others,Hatchback,,,
24306, 2021-10 ,KIA,,Petrol,Hatchback,1,,
24307, 2021-10 ,KIA,,Diesel,Hatchback,,,
